Object ID,Launch Date,Mass (kg),Dimensions (m),Orbital Altitude (km),Orbital Inclination (degrees),Orbital Eccentricity,Velocity (km/s),Material Type,Collision Probability,Decay Date,Operational Status,Risk Factor,Region of Orbit
D192,2004-01-03,7939.84,2.4x2.7x4.1,29900.97,133.12,0.0819,6.65,Polymer,0.0987,1959-10-13,Active,High,MEO
D193,2001-11-30,6263.47,4.2x1.0x3.3,25776.78,121.97,0.0589,4.28,Composite,0.0157,1987-11-28,Inactive,Low,MEO
D194,1970-07-10,7135.19,2.9x2.8x1.8,11978.16,94.17,0.0012,3.78,Composite,0.043,,Active,Medium,MEO
D195,1966-08-13,5248.45,4.4x0.8x3.3,23870.55,162.2,0.0283,6.72,Steel,0.0223,,Active,High,MEO
D196,2007-05-26,7961.69,1.3x1.7x3.2,30629.87,27.24,0.0691,6.12,Steel,0.0818,1975-02-27,Fragmented,Low,MEO
D197,1983-08-26,4324.5,1.7x3.7x1.6,9409.13,95.64,0.0203,4.2,Polymer,0.0768,2046-10-09,Fragmented,Low,MEO
D198,2004-06-21,6113.39,1.3x4.8x1.9,18050.0,150.49,0.0976,6.73,Steel,0.0506,2032-09-22,Active,High,MEO
D199,1967-04-11,1512.79,3.2x3.1x0.7,3921.88,36.91,0.0378,5.42,Polymer,0.0345,1985-07-25,Active,High,MEO
D200,1967-12-07,3789.2,2.3x1.5x2.1,14824.4,172.92,0.072,6.75,Aluminum,0.0936,1969-04-17,Inactive,Low,MEO
D201,1962-06-06,446.08,2.9x4.4x0.3,31089.53,171.91,0.0497,3.84,Steel,0.0713,2037-09-28,Fragmented,Low,MEO
D202,1983-03-26,4061.61,1.9x4.5x2.0,8543.68,21.17,0.0401,5.84,Steel,0.0723,1967-03-08,Active,Medium,MEO
D203,1978-11-07,7524.1,3.8x0.2x3.1,1989.35,123.23,0.0371,2.26,Titanium,0.0182,1977-08-31,Fragmented,Low,LEO
D204,2019-05-04,5077.11,0.2x2.7x2.1,35941.21,157.68,0.0215,6.3,Titanium,0.0201,1982-08-22,Inactive,Low,GEO
D205,2013-07-15,2973.29,0.2x4.2x3.6,26158.51,149.55,0.0133,6.1,Polymer,0.031,2023-06-17,Inactive,High,MEO
D206,1978-01-01,1546.79,1.7x1.3x2.3,25168.59,105.99,0.0376,4.68,Polymer,0.0655,1994-01-02,Active,High,MEO
D207,1982-09-26,8317.14,2.6x1.9x1.9,6679.12,44.54,0.0963,5.74,Polymer,0.0295,,Active,High,MEO
D208,1995-07-26,3046.59,2.4x3.0x4.5,32280.82,128.2,0.0274,7.92,Titanium,0.0412,1977-07-24,Active,High,MEO
D209,2013-01-02,6990.71,1.9x3.7x3.2,32400.41,3.07,0.092,5.96,Aluminum,0.0608,,Inactive,Medium,MEO
D210,1980-11-01,9227.45,2.2x1.3x1.9,13755.33,72.03,0.0284,7.51,Polymer,0.0283,2031-09-30,Inactive,High,MEO
D211,1992-01-25,6680.2,2.4x2.5x3.6,24120.36,134.74,0.0346,6.55,Polymer,0.0556,2018-11-12,Fragmented,Medium,MEO
D212,1975-04-27,7510.85,1.2x0.8x3.2,37311.44,12.87,0.0245,4.49,Steel,0.0177,2050-10-13,Fragmented,Medium,GEO
D213,2015-11-23,8013.29,1.3x1.0x3.0,11744.36,38.16,0.0773,3.2,Polymer,0.0481,2017-02-11,Inactive,Medium,MEO
D214,2001-12-14,7412.87,3.9x4.1x4.8,13115.64,43.11,0.0817,7.09,Titanium,0.0437,2004-05-09,Fragmented,High,MEO
D215,2001-06-24,8702.77,4.1x4.8x2.1,37733.55,34.66,0.0742,4.14,Aluminum,0.085,2048-10-28,Active,Low,GEO
D216,1958-12-06,7600.99,0.2x4.0x4.1,7672.88,7.24,0.0772,3.91,Titanium,0.0733,2048-12-23,Active,Low,MEO
D217,1972-06-21,1650.75,3.6x1.2x2.9,15308.75,122.65,0.0759,2.55,Titanium,0.0219,2006-01-25,Inactive,Low,MEO
D218,1997-02-21,2491.45,1.3x4.3x3.9,11575.33,170.95,0.0418,6.86,Steel,0.0462,1967-02-25,Fragmented,Medium,MEO
D219,1987-09-05,1300.37,4.7x0.9x4.0,23908.75,167.56,0.0972,7.06,Steel,0.0722,,Fragmented,Low,MEO
D220,1980-06-03,3688.58,3.9x2.5x2.7,37068.43,175.08,0.0937,2.75,Aluminum,0.0052,2002-04-04,Inactive,Medium,GEO
D221,1967-10-21,886.22,4.3x3.2x0.2,37703.47,102.53,0.0483,4.71,Composite,0.014,2046-04-22,Inactive,Low,GEO
D222,2016-11-06,3571.25,1.7x3.4x2.3,33944.76,0.37,0.0695,5.79,Polymer,0.0671,2006-08-26,Fragmented,Low,MEO
D223,1962-10-06,4238.64,2.6x4.5x0.4,6109.45,45.39,0.0738,6.48,Steel,0.05,1975-06-19,Active,High,MEO
D224,2002-02-04,2917.1,0.9x1.2x2.8,3079.01,138.09,0.098,6.82,Polymer,0.057,2050-03-26,Active,Low,MEO
D225,1992-08-03,8104.1,1.9x2.5x3.7,29051.69,73.33,0.0593,5.77,Polymer,0.0387,,Fragmented,High,MEO
D226,2023-09-29,4235.53,2.1x2.3x4.4,3981.82,120.21,0.0422,5.74,Composite,0.0019,2017-04-11,Inactive,Low,MEO
D227,1971-03-12,7819.64,2.9x3.9x2.7,9843.54,14.71,0.006,2.94,Composite,0.0603,,Fragmented,High,MEO
D228,2024-09-13,6144.98,0.9x0.8x1.6,18830.47,138.98,0.0854,7.87,Aluminum,0.05,2029-02-09,Inactive,Low,MEO
D229,2014-06-23,4066.61,5.0x2.1x3.3,25706.75,2.65,0.0335,5.58,Composite,0.0686,1990-07-27,Fragmented,Low,MEO
D230,2008-05-22,8211.02,4.3x2.2x1.5,27866.86,168.45,0.0514,5.81,Aluminum,0.0935,2021-12-31,Fragmented,High,MEO
D231,2013-08-02,4744.22,4.0x3.1x1.6,10107.22,133.75,0.023,4.93,Composite,0.0088,1983-11-01,Fragmented,Medium,MEO
D232,1970-06-14,6778.7,2.2x0.5x2.3,33281.75,137.18,0.0203,7.65,Titanium,0.0181,2036-07-07,Fragmented,High,MEO
D233,1999-11-30,4716.96,1.7x0.5x0.6,25382.36,46.33,0.0649,5.53,Polymer,0.0394,2041-07-08,Inactive,Medium,MEO
D234,2019-04-27,1080.12,3.2x1.8x3.5,32310.56,25.92,0.0708,7.53,Composite,0.0321,,Fragmented,Medium,MEO
D235,2007-05-04,4726.23,4.6x0.4x0.8,39984.51,170.91,0.0644,2.14,Polymer,0.0202,1989-09-05,Inactive,High,GEO
D236,1976-11-09,4438.4,2.3x3.5x3.6,38803.58,11.81,0.0058,2.18,Steel,0.0087,,Fragmented,High,GEO
D237,2020-12-29,8697.21,4.1x4.7x1.8,22701.42,76.4,0.0564,3.22,Aluminum,0.0474,2044-03-10,Inactive,Low,MEO
D238,2017-05-18,4736.15,3.0x1.5x1.9,36343.63,54.79,0.0756,3.6,Titanium,0.044,,Active,Low,GEO
D239,1988-03-03,2612.61,1.7x1.9x1.0,4356.17,129.95,0.0382,5.21,Composite,0.0232,2016-01-29,Inactive,High,MEO
D240,2007-02-20,384.82,4.3x0.7x3.6,24638.07,43.75,0.0859,4.18,Composite,0.0214,,Fragmented,Medium,MEO
D241,2013-09-11,1000.17,4.1x0.6x0.7,35902.36,49.21,0.0438,4.82,Titanium,0.0904,,Active,Medium,GEO
D242,1969-12-12,6412.51,3.9x1.5x4.9,3360.04,23.27,0.0669,3.36,Aluminum,0.0783,2023-03-02,Fragmented,High,MEO
D243,1996-12-28,8868.16,4.3x4.8x3.0,38678.52,166.14,0.0892,2.15,Composite,0.07,2015-06-01,Fragmented,Low,GEO
D244,2016-02-11,5672.18,0.3x0.8x0.3,22489.79,150.63,0.0942,2.56,Steel,0.099,,Inactive,Low,MEO
D245,1967-04-25,5948.54,3.5x0.9x1.5,14749.25,125.25,0.083,3.89,Steel,0.0,1964-05-07,Fragmented,Medium,MEO
D246,2006-07-28,7433.64,1.7x4.1x3.5,34164.17,173.93,0.0234,7.26,Aluminum,0.0373,1965-08-17,Fragmented,Low,MEO
D247,1972-01-22,9498.67,2.4x2.8x4.0,280.33,145.45,0.0592,7.19,Aluminum,0.0091,1968-05-11,Active,High,LEO
D248,1986-10-28,4888.7,2.4x4.3x4.7,16154.07,67.12,0.0737,7.17,Polymer,0.0988,2052-01-07,Inactive,Medium,MEO
D249,1999-01-20,7244.28,2.2x2.9x3.1,9182.64,124.24,0.0486,5.46,Polymer,0.0189,2027-12-14,Inactive,High,MEO
D250,1982-04-30,528.24,1.0x4.8x1.9,32193.11,106.0,0.0948,3.04,Composite,0.0793,1994-11-06,Fragmented,Medium,MEO
D251,1964-05-11,3008.94,2.9x3.9x0.5,8217.01,35.03,0.017,3.76,Steel,0.0582,1973-05-02,Inactive,Medium,MEO
D252,1997-10-17,5620.0,1.4x2.4x0.9,10159.07,15.85,0.0383,3.97,Aluminum,0.0348,1971-11-21,Active,Medium,MEO
D253,1972-04-10,1013.91,1.6x4.4x4.7,15755.61,104.32,0.0697,5.42,Aluminum,0.0564,,Active,High,MEO
D254,2021-03-22,5699.23,0.7x3.7x0.4,37648.6,6.54,0.0336,7.49,Aluminum,0.0513,2003-11-01,Inactive,Medium,GEO
D255,2007-04-26,3153.78,1.8x3.3x2.2,4378.85,26.86,0.0412,7.26,Steel,0.0599,2008-05-22,Fragmented,Medium,MEO
D256,1998-10-07,4910.97,0.9x0.7x4.9,3821.81,73.19,0.0963,5.2,Aluminum,0.0937,,Inactive,Medium,MEO
D257,1984-08-06,5450.2,1.7x1.2x1.6,10107.69,117.03,0.0357,3.43,Composite,0.0374,2018-01-13,Inactive,High,MEO
D258,1964-02-08,1725.82,0.9x4.6x4.5,21125.97,97.38,0.0494,7.2,Composite,0.056,2043-04-20,Inactive,High,MEO
D259,1992-05-25,3022.13,2.2x4.9x3.2,21871.22,78.77,0.0162,7.26,Polymer,0.0075,,Inactive,Medium,MEO
D260,1993-10-01,8840.52,4.1x3.1x2.1,37285.06,24.22,0.056,4.51,Titanium,0.0526,1969-04-21,Inactive,Medium,GEO
D261,2006-04-04,3314.7,1.8x4.1x4.2,14121.5,21.75,0.0822,3.56,Steel,0.0973,2022-12-01,Active,High,MEO
D262,1966-01-14,1021.57,0.4x2.9x4.2,7330.35,169.74,0.0772,6.09,Steel,0.0974,2052-05-25,Inactive,Medium,MEO
D263,2016-08-03,6743.71,1.8x2.8x3.9,7813.39,175.34,0.0065,4.85,Steel,0.0498,2036-03-12,Inactive,Low,MEO
D264,2016-06-26,9266.65,4.6x2.4x3.4,9234.31,68.16,0.089,6.91,Composite,0.0645,1986-03-23,Fragmented,Low,MEO
D265,1975-07-23,153.86,4.8x1.2x4.6,11526.85,15.14,0.0054,4.45,Composite,0.0796,2033-01-11,Inactive,Medium,MEO
D266,1978-02-18,122.46,1.8x4.7x0.7,39033.63,114.63,0.0056,7.7,Titanium,0.0872,1962-02-08,Inactive,Medium,GEO
D267,1966-05-08,2963.53,4.1x2.7x1.7,2318.88,72.47,0.0897,2.55,Titanium,0.0309,2039-03-21,Fragmented,Low,MEO
D268,1960-11-02,5627.91,3.0x3.2x3.7,1487.51,65.67,0.0781,4.07,Titanium,0.0407,2021-07-18,Active,High,LEO
D269,2002-05-15,4346.98,4.6x1.4x0.3,6162.55,149.02,0.0399,5.1,Titanium,0.0077,2039-11-23,Inactive,High,MEO
D270,1974-09-23,2580.8,1.7x1.9x2.2,34528.65,56.68,0.0997,3.85,Aluminum,0.058,,Fragmented,High,MEO
D271,2024-03-07,4087.52,0.5x1.8x2.3,22714.43,47.81,0.0849,2.6,Titanium,0.0012,,Inactive,Low,MEO
D272,2023-03-10,1471.06,0.8x2.0x3.2,2569.6,66.88,0.0869,5.58,Polymer,0.0309,2046-02-21,Inactive,High,MEO
D273,2014-01-11,9073.39,2.2x0.3x0.6,29911.92,108.36,0.0232,3.44,Titanium,0.0009,1984-08-11,Active,Medium,MEO
D274,1975-03-02,4545.06,2.3x0.4x2.2,4884.38,13.35,0.0464,6.89,Titanium,0.0174,,Inactive,Medium,MEO
D275,1993-11-12,1387.6,4.6x3.2x0.3,22314.6,28.16,0.09,4.85,Aluminum,0.0782,1987-02-07,Active,Low,MEO
D276,2009-11-22,5128.18,1.1x3.7x3.1,19213.71,2.13,0.0212,3.62,Titanium,0.0869,1999-05-20,Fragmented,Medium,MEO
D277,1966-09-02,7818.59,0.8x0.7x0.2,892.54,148.86,0.001,4.0,Titanium,0.0924,1960-06-08,Fragmented,Medium,LEO
D278,1959-04-11,1329.2,4.8x0.9x1.1,9496.61,137.93,0.0968,2.82,Steel,0.0319,2047-06-21,Active,Medium,MEO
D279,2021-03-19,5643.6,3.8x2.1x4.4,5735.36,164.64,0.0734,6.79,Titanium,0.0322,,Active,Low,MEO
D280,1962-08-08,9452.78,2.4x2.3x1.2,39405.69,152.5,0.08,2.16,Polymer,0.027,2036-02-13,Fragmented,Low,GEO
D281,2022-09-03,8865.65,0.9x1.6x3.4,11082.97,165.37,0.0515,2.45,Aluminum,0.0394,1982-08-04,Fragmented,High,MEO
D282,1976-11-18,8047.95,2.1x2.5x1.0,26569.64,86.35,0.0921,4.67,Aluminum,0.0691,2018-11-27,Fragmented,Medium,MEO
D283,1971-05-28,7631.49,3.4x1.3x4.8,28771.95,18.69,0.0684,2.78,Composite,0.0138,1986-05-20,Inactive,High,MEO
D284,2007-08-13,7663.01,1.1x1.6x4.7,30579.65,82.17,0.0179,6.0,Composite,0.0178,1959-07-02,Inactive,High,MEO
D285,1998-07-18,1096.0,3.1x0.5x3.8,12864.85,120.85,0.0592,7.95,Composite,0.0552,1986-10-20,Fragmented,High,MEO
D286,2002-07-19,5628.57,3.2x1.8x3.7,33222.14,133.6,0.0884,4.91,Titanium,0.0941,,Active,Medium,MEO
D287,1961-01-24,115.37,3.8x3.0x3.1,10912.32,84.03,0.0198,2.29,Polymer,0.0033,2015-06-04,Inactive,High,MEO
D288,1984-10-25,4153.37,0.7x2.0x4.0,10335.54,104.33,0.0948,4.25,Polymer,0.098,,Fragmented,Medium,MEO
D289,2018-02-23,7544.5,3.2x3.7x1.6,19599.69,32.73,0.0069,7.64,Titanium,0.0323,2014-09-30,Fragmented,Low,MEO
D290,1978-10-06,7312.18,3.3x2.0x2.9,27702.46,42.21,0.0851,4.62,Composite,0.0964,1992-09-01,Fragmented,High,MEO
D291,1991-10-13,6321.7,1.6x4.2x3.4,7361.29,129.72,0.0413,4.62,Polymer,0.0738,1961-06-12,Active,Low,MEO
D292,1982-05-22,9791.89,3.4x2.0x1.3,25176.8,82.58,0.0329,5.99,Aluminum,0.0296,2012-12-04,Active,Low,MEO
D293,1984-09-18,9371.63,2.7x1.1x2.6,16421.12,74.23,0.0423,4.4,Titanium,0.0351,,Active,Medium,MEO
D294,1965-03-08,8291.87,4.9x2.4x2.7,13251.46,162.85,0.0197,2.79,Titanium,0.0022,,Active,Low,MEO
D295,1996-05-27,1912.02,0.5x2.1x2.4,25042.27,168.14,0.0029,6.79,Aluminum,0.0092,1970-12-16,Fragmented,Low,MEO
D296,1988-01-06,9836.1,3.1x3.2x1.7,28088.29,39.41,0.0977,2.8,Aluminum,0.0022,,Active,Low,MEO
D297,1985-06-15,462.69,2.3x2.1x0.1,1033.85,145.34,0.038,4.56,Aluminum,0.0442,1994-08-05,Fragmented,Low,LEO
D298,1973-12-18,3482.52,0.9x0.7x2.2,28265.31,23.03,0.057,2.25,Aluminum,0.0981,,Active,Medium,MEO
D299,1999-01-24,6946.25,4.5x4.9x4.7,15298.52,15.71,0.0758,4.42,Polymer,0.0634,1986-03-06,Inactive,High,MEO
D300,1974-01-03,1996.03,2.5x0.5x2.0,5597.07,11.86,0.0685,5.02,Composite,0.0408,1997-10-26,Fragmented,High,MEO
D301,2018-04-17,820.4,2.8x2.7x0.2,28081.84,55.28,0.0131,7.43,Aluminum,0.0109,1982-07-06,Fragmented,Low,MEO
D302,1999-07-07,7410.86,3.3x1.9x4.6,15526.16,148.91,0.0166,2.78,Polymer,0.0229,1970-04-07,Active,High,MEO
D303,1990-11-30,4854.77,4.4x4.9x0.8,5767.39,64.79,0.0357,4.4,Composite,0.0625,2047-02-15,Active,Medium,MEO
D304,1995-12-14,6720.96,1.0x3.1x2.3,24733.14,154.78,0.0834,6.96,Polymer,0.0362,2025-06-09,Inactive,Medium,MEO
D305,2011-07-04,8850.32,1.7x1.7x4.4,14355.57,32.28,0.0506,7.2,Polymer,0.0036,2041-07-18,Inactive,High,MEO
D306,2002-04-12,3059.0,2.3x2.3x0.6,15630.76,94.15,0.0858,6.14,Steel,0.0833,2003-03-07,Active,Low,MEO
D307,2016-07-02,958.83,1.0x3.8x1.0,21737.94,1.72,0.015,3.37,Aluminum,0.0521,2008-04-12,Active,Low,MEO
D308,2004-09-06,6737.05,4.1x1.9x1.6,15587.95,0.25,0.0039,4.1,Polymer,0.0219,1995-01-19,Inactive,High,MEO
D309,1960-03-03,9243.61,1.8x0.4x4.0,1240.38,48.83,0.0138,5.37,Aluminum,0.0627,,Active,High,LEO
D310,1964-05-15,1509.22,2.0x2.6x3.6,34628.05,21.91,0.0538,4.94,Polymer,0.0108,2027-08-22,Active,Low,MEO
D311,1972-12-29,8792.56,4.2x4.2x1.3,14796.65,95.77,0.0988,5.07,Aluminum,0.03,2000-03-21,Fragmented,High,MEO
D312,1970-05-03,4309.19,4.2x4.6x3.1,34147.64,23.69,0.0461,6.58,Polymer,0.055,,Fragmented,Low,MEO
D313,1989-11-08,650.1,0.2x0.2x1.2,4357.34,160.62,0.0358,5.36,Polymer,0.0888,2042-03-21,Fragmented,Medium,MEO
D314,1980-01-21,8679.34,4.6x3.6x3.1,1812.9,105.72,0.0233,4.71,Composite,0.0357,2044-10-31,Active,High,LEO
D315,2010-06-23,4308.73,4.4x0.3x2.9,10434.69,27.36,0.0287,6.98,Polymer,0.0884,,Fragmented,Medium,MEO
D316,1969-11-06,4409.05,4.3x1.9x3.0,8632.07,138.0,0.0005,6.98,Aluminum,0.0453,,Inactive,High,MEO
D317,1975-06-24,365.26,2.7x3.4x1.8,38964.06,106.44,0.0676,5.54,Titanium,0.095,,Fragmented,Medium,GEO
D318,1981-12-21,1400.41,1.2x4.5x4.1,33165.13,19.01,0.0548,6.12,Aluminum,0.0992,1990-07-23,Fragmented,Low,MEO
D319,2011-10-04,4395.54,3.8x1.4x2.2,39906.95,149.59,0.0783,2.45,Polymer,0.0813,1958-08-29,Fragmented,Medium,GEO
D320,1972-06-18,5765.19,2.1x3.5x1.3,17331.27,85.27,0.0245,6.78,Aluminum,0.022,1979-11-14,Inactive,Medium,MEO
D321,2012-07-21,9374.24,4.1x1.7x1.0,26902.69,130.17,0.0383,5.14,Polymer,0.0219,1985-01-27,Active,High,MEO
D322,1963-08-27,5979.47,2.9x0.8x2.8,18216.36,34.31,0.0466,4.77,Steel,0.0168,2011-06-07,Inactive,Medium,MEO
D323,1995-05-26,8591.12,3.1x0.3x4.8,8889.08,77.07,0.0899,5.59,Composite,0.0247,1989-12-18,Fragmented,Medium,MEO
D324,1958-02-05,1034.32,3.2x4.2x1.7,12909.17,112.8,0.0958,2.03,Composite,0.0152,2019-12-20,Fragmented,Medium,MEO
D325,1970-08-04,2550.62,1.1x2.8x4.9,34601.82,133.39,0.071,2.18,Titanium,0.0451,,Active,Low,MEO
D326,2006-11-28,7864.03,0.4x4.9x0.9,12853.13,162.64,0.0783,5.74,Titanium,0.0617,2002-06-12,Active,Low,MEO
D327,1997-07-19,9484.93,3.5x2.2x4.2,22470.48,28.11,0.0675,2.33,Titanium,0.0763,2028-09-08,Inactive,Low,MEO
D328,2019-11-15,7367.15,4.2x4.0x2.3,12445.29,101.21,0.0582,4.74,Titanium,0.0336,,Inactive,Medium,MEO
D329,2023-03-30,5829.71,2.2x2.1x3.1,20538.72,131.17,0.0943,7.68,Polymer,0.0143,1980-06-28,Fragmented,Medium,MEO
D330,1996-07-31,9419.85,0.4x2.2x0.2,36795.09,142.18,0.0511,4.66,Titanium,0.0058,,Fragmented,Medium,GEO
D331,1981-01-06,1351.06,3.6x0.9x1.8,3686.88,169.13,0.0018,7.52,Composite,0.0005,2007-01-19,Inactive,Medium,MEO
D332,2015-07-12,1599.32,3.3x0.9x4.3,1782.6,61.98,0.0752,3.7,Titanium,0.0805,1959-11-30,Active,High,LEO
D333,2008-06-28,8957.23,1.3x4.8x3.2,30322.26,54.19,0.0425,3.19,Polymer,0.0891,,Inactive,High,MEO
D334,2017-03-04,9659.07,4.3x4.4x3.7,35002.73,88.18,0.0401,6.09,Polymer,0.0726,1996-09-08,Inactive,High,MEO
D335,1975-09-12,8808.05,1.8x0.3x4.4,2473.96,103.95,0.0341,3.26,Composite,0.0469,,Active,High,MEO
D336,1966-11-16,9283.19,1.6x0.2x1.0,33014.01,113.74,0.0173,2.69,Titanium,0.0405,1994-11-16,Inactive,High,MEO
D337,2009-02-08,3055.68,3.3x3.5x1.5,31937.98,136.7,0.0134,5.31,Polymer,0.0206,1962-11-29,Fragmented,Medium,MEO
D338,1986-07-13,3692.46,0.7x3.3x1.8,23964.13,93.53,0.0686,3.3,Titanium,0.0731,1983-04-02,Active,High,MEO
D339,1977-04-22,3843.05,3.6x2.5x2.5,39368.84,87.93,0.0001,2.16,Steel,0.0368,1985-07-16,Fragmented,Low,GEO
D340,1973-08-23,6199.02,0.4x4.2x2.4,26674.85,46.24,0.0009,2.29,Polymer,0.0351,2019-10-30,Inactive,High,MEO
D341,1962-07-19,581.98,3.2x3.8x0.4,32425.89,86.88,0.0047,4.07,Polymer,0.0755,2013-04-12,Fragmented,High,MEO
D342,1968-07-05,6629.34,1.4x3.1x3.5,19929.25,140.12,0.0424,4.63,Composite,0.0505,1999-10-24,Fragmented,High,MEO
D343,2015-07-06,3098.14,2.2x0.9x3.8,4556.79,11.95,0.0252,7.76,Composite,0.0347,2032-08-04,Fragmented,High,MEO
D344,1974-03-11,6829.47,2.0x1.7x1.0,368.96,4.27,0.0759,3.11,Composite,0.0234,,Fragmented,High,LEO
D345,1979-07-10,5019.1,1.2x1.8x3.8,29865.34,4.17,0.0087,2.93,Composite,0.0045,2033-11-19,Fragmented,High,MEO
D346,2021-11-01,6265.5,0.1x3.8x1.5,8864.06,149.91,0.0991,3.24,Polymer,0.019,1995-05-23,Inactive,Low,MEO
D347,1994-01-22,2858.96,2.8x2.3x3.4,24637.93,18.37,0.0438,2.87,Composite,0.0259,2019-11-15,Fragmented,Low,MEO
D348,1969-04-24,8345.36,3.8x1.2x3.2,5164.23,64.4,0.0175,6.66,Steel,0.0023,2052-02-13,Fragmented,Low,MEO
D349,1980-01-13,3442.28,3.1x1.9x2.1,9355.05,72.9,0.0019,6.63,Titanium,0.0547,2026-09-13,Fragmented,Medium,MEO
D350,2001-05-27,4872.78,0.7x1.8x1.7,38841.0,18.45,0.0043,2.49,Polymer,0.0005,1989-05-22,Fragmented,High,GEO
D351,1988-03-15,1719.35,4.6x1.9x0.7,31643.39,177.74,0.0244,4.37,Aluminum,0.0918,,Active,High,MEO
D352,1967-11-12,7791.54,3.4x3.8x2.3,6656.95,170.24,0.0291,6.8,Steel,0.0784,1978-09-18,Fragmented,Low,MEO
D353,1963-11-24,1801.26,4.9x0.2x1.0,3716.11,177.1,0.0539,2.26,Aluminum,0.0064,,Fragmented,Medium,MEO
D354,1994-09-26,6014.86,2.5x3.7x0.2,7164.28,16.17,0.0439,2.23,Polymer,0.0259,2018-03-10,Inactive,Medium,MEO
D355,1963-06-13,2469.15,2.1x4.9x4.3,17652.23,55.39,0.011,7.71,Composite,0.0216,2020-02-01,Fragmented,Low,MEO
D356,1987-11-26,4268.59,1.8x1.6x1.5,33230.42,29.17,0.0636,3.48,Steel,0.0424,1998-03-13,Active,Low,MEO
D357,2013-09-14,8927.62,4.0x0.5x2.3,29388.08,121.32,0.0438,2.99,Composite,0.0089,2045-04-29,Fragmented,High,MEO
D358,1973-05-03,4859.92,3.6x4.0x4.9,5321.08,27.4,0.0607,7.22,Steel,0.0785,1964-04-29,Inactive,High,MEO
D359,2000-06-07,583.22,4.1x1.7x1.9,38756.83,46.07,0.0209,3.17,Titanium,0.0761,2035-03-11,Inactive,Low,GEO
D360,1972-08-07,5902.15,1.6x2.3x1.0,28825.03,62.85,0.0707,6.06,Polymer,0.023,2020-09-28,Fragmented,Medium,MEO
D361,1989-01-25,6087.04,2.5x0.2x4.0,35679.32,47.01,0.0002,3.15,Composite,0.0284,1959-04-27,Active,Medium,MEO
D362,2024-10-04,3445.81,1.2x3.7x1.2,31502.23,115.11,0.0582,2.85,Polymer,0.0984,2045-07-11,Inactive,Medium,MEO
D363,2013-04-21,3407.96,2.7x2.9x1.5,21431.71,70.42,0.0391,7.03,Steel,0.0276,2032-03-04,Active,High,MEO
D364,2018-09-25,9568.22,3.0x3.3x2.1,38571.13,62.28,0.0765,5.22,Composite,0.057,,Active,Low,GEO
D365,1974-07-03,8594.77,4.7x2.4x4.2,22063.85,47.85,0.078,6.01,Titanium,0.0384,2023-05-05,Active,Medium,MEO
D366,1998-01-11,3726.16,1.4x1.0x2.6,13507.7,91.27,0.0944,6.24,Aluminum,0.0475,2037-04-17,Fragmented,Low,MEO
D367,1996-06-18,6747.01,0.6x1.0x0.9,31766.4,97.92,0.0318,3.64,Polymer,0.0008,2030-04-04,Inactive,Low,MEO
D368,1961-09-28,6232.37,1.6x4.6x1.0,18171.6,158.69,0.0186,5.87,Polymer,0.0782,,Inactive,Medium,MEO
D369,2017-07-16,5034.28,4.5x5.0x4.8,8406.04,145.11,0.0511,2.11,Polymer,0.0582,1997-08-29,Active,Medium,MEO
D370,1974-01-06,346.88,0.4x4.8x2.6,23493.89,123.77,0.0842,5.38,Steel,0.0652,,Fragmented,High,MEO
D371,2011-01-19,3429.82,4.3x3.1x4.5,14264.46,45.08,0.0548,7.43,Aluminum,0.0266,1960-02-28,Inactive,High,MEO
D372,1974-10-05,7968.31,4.1x1.6x3.8,449.29,63.59,0.0196,5.8,Titanium,0.0577,,Fragmented,High,LEO
D373,1976-01-26,3979.91,2.9x4.6x3.2,10498.86,176.16,0.089,5.17,Aluminum,0.016,,Active,Medium,MEO
D374,1974-07-20,7997.82,4.6x4.3x1.6,9903.69,84.56,0.0933,7.8,Titanium,0.048,2008-07-27,Inactive,Medium,MEO
D375,1996-09-13,9784.01,2.7x3.5x3.2,25984.95,23.97,0.0346,3.11,Composite,0.0644,,Active,Low,MEO
D376,1959-03-14,1678.88,4.6x3.1x2.2,34384.05,125.69,0.0638,5.07,Composite,0.0686,,Active,High,MEO
D377,1968-09-11,1000.15,4.4x2.1x3.4,11673.56,6.24,0.0881,2.48,Polymer,0.0173,,Inactive,High,MEO
D378,1979-08-04,7765.16,1.3x0.7x4.1,28473.93,129.17,0.0798,4.8,Composite,0.0259,2038-04-22,Active,High,MEO
D379,1971-07-04,8378.95,4.3x2.6x0.6,33670.27,18.08,0.0887,2.56,Polymer,0.0406,,Inactive,High,MEO
D380,1991-11-25,6399.84,1.6x3.7x1.0,10169.94,61.32,0.0183,3.03,Steel,0.0117,,Active,High,MEO
D381,2022-08-02,7749.58,0.5x2.2x4.9,38170.23,49.94,0.0732,2.66,Aluminum,0.0772,1988-03-21,Fragmented,Low,GEO
D382,1974-06-16,553.89,1.0x4.3x1.4,1985.74,92.2,0.0346,4.53,Composite,0.0532,2019-12-25,Inactive,High,LEO
D383,1958-09-17,5342.09,1.9x4.7x3.6,37027.09,123.3,0.0784,7.6,Composite,0.0379,,Inactive,Medium,GEO
D384,1994-03-10,2009.71,3.2x4.4x0.8,7900.65,179.91,0.009,3.9,Steel,0.0491,2011-11-01,Fragmented,High,MEO
